teamid,team_name,school_id,team_level,num_coaches_and_admins
6fa6da795504c11a041c4c3e200aa0be,Girls Varsity Basketball,4a08142c38dbe374195d41c04562d9f8,Varsity,3
4b64d3704910ea2d6951d5f2c6a39cf8,Girls Varsity Basketball,94f0b006108b4e0b7024060797631346,Varsity,8
2a0389e6da479e5a5f580d36d7231f26,Girls JV Basketball,2db3545a41db81329326dbb11caff449,JV,2
b346b16b622f1c230de5ab0d84a5b682,BOYS VARSITY BASKETBALL,3b5f657f49a25ad6dae77d4e048d1003,Varsity,5
5bd228cdfc9d35e8eeb2c2bef7ea19ca,JV Boys Basketball,0e668474147b19cfdc7c8cbef7f9f2e3,JV,5
52c2ed6e0c256c227ef0c03fce6e4b17,Eagles Basketball,c7a37dd1e972ec27bcf0858a893d00a4,Varsity,5
678375416d1b7c0a8e2254e1aa804954,Boys Varsity Basketball,10b2b8698ea0385652248b0a93b86a57,Varsity,10
69a382811e6dbf95f2744d64249eb913,Boys Varsity Basketball,f8e64ef83e6f6881ceca3a3922921ddd,Varsity,7
c818c653279ecbf36cb29ec1d18dae62,JV Girls Basketball,4de1ed74128a96a8b5900186486aacba,JV,2
e922f601420a8515909db8e147c66691,West Liberty-Salem Boys J.V,a5211cd8d2605ed43c70fa82884cc849,JV,5
7d30336e0420800bcb7d75a8625e9af4,JV Boys Basketball,b534ba68236ba543ae44b22bd110a1d6,JV,3
0888816c7793ad47a1ce4a195c164d4b,Girls Varsity Basketball,3c1e4bd67169b8153e0047536c9f541e,Varsity,5
af982304d078eb53d6471f444a0f13fd,Bristol Boys Basketball,b18c1cc30ee2dc3e94d02de588420392,Varsity,12
8caa4453ee0a54b9cc35641a1044b3ca,Girls Varsity Basketball,ef0d3930a7b6c95bd2b32ed45989c61f,Varsity,5
00bfa3ccf8d32d68f48b1f248429b2ab,Girls' Varsity Basketball,8ea4058893eee96e3c4975d904d1c6bb,Varsity,3
c611562203273952a95586d0a3d22f7b,Girls' Varsity Basketball,b4bf5de15063cd27595dfd36bc9db335,Varsity,10
0ec5ba872f1179835987f9028c4cc4df,Girls Varsity Basketball,5dedb42b34e50082065a783265ce28a8,Varsity,4
7d8db0888ae70f287e5329d840975bcb,Girls Varsity Basketball,022400dffec5b4477f760ca0e7449d73,Varsity,6
c83ba39f025671619b34fa8f0af9f33f,Boys' Varsity Basketball,ee188463935a061dee6df8bf449cb882,Varsity,2
951b1242ff632822be819d17ed678d83,Girls' Varsity Basketball - New,b16257c96b9844ace63d499838c2b71a,Varsity,2
e6d664f3a3afefda7776d8ad915cdb37,Boys' Varsity Basketball,fb465909b8627e4912b4a32d1030164c,Varsity,2
4660ba8339ddc6323bf611ea4c3b5750,Boys' Varsity Basketball - New,f24ad6f72d6cc4cb51464f2b29ab69d3,Varsity,7
7d3de5902046c42b5c2346dc8f997bcc,Wichita Trinity Academy Girls Varsity,9813b270ed0288e7c0388f0fd4ec68f5,Varsity,5
6b28499feb3d04e36f82afb9515b917f,Girls' Varsity Basketball,9bcb182ab31f229322cff3c8888b2cec,Varsity,4
0ce97420db87a2c36df3d16128d0a373,Boys' Varsity Basketball,696186d1596721cb6e79013d4655c5d9,Varsity,6
732586672f67e2d70dc6f03919651783,Boys Varsity Basketball,2458ab18be2a140a1cfb932dd96f25d6,Varsity,6
2049786a87a7066332ea56f33d1f1804,Boys' Freshman Basketball,e633e2ac7a14a4d56384f38df943792b,Freshman,4
0b3ae93c55c86d6471ca0c167e7531cb,Boys' Varsity Basketball,5f1b9c5afb9283895ff098846faacf50,Varsity,3
6b22e2574b5e0a104fa7921b73479ba3,Garretson Boys Basketball,1bab3ee1fcee95ea059f452e9c6face6,Varsity,4
38c94eca8918290cf3f3cc3c9c4e9de2,Girls' Varsity Basketball - New,4d7a968bb636e25818ff2a3941db08c1,Varsity,8
792ef4c08957a932892acd3767cf9dc0,Womens' Varsity Basketball - New,708f3cf8100d5e71834b1db77dfa15d6,Varsity,6
d52d5f637032c854cbc90c4c5c26a569,Boys' Varsity Basketball,d2f53008ecf7568f1abeb455e1dcf5e4,Varsity,2
90e5638635c0ccde2c9762349877ea64,Boys' Varsity Basketball,7a6322d4cd522986abfc17e6f73ef4ab,Varsity,4
9cba1a012850baf3b1aa6a367725ad5f,Boys' Varsity Basketball - New,7690dd4db7a92524c684e3191919eb6b,Varsity,5
b6520b74411b503e0348dcfd210be939,Boys' Varsity Basketball,73c2bf297c5aec4bcbdeb4435328c335,Varsity,5
87f08a4c6c8efa9400a4f19e59fbaa28,Girls' Varsity Basketball,40cb9f2ff30f26a410c5af6b22b7b80b,Varsity,4
ad1dbe28ccd7f8036879497c5b1b46cc,Boys' Varsity Basketball ELCA 2020 Season,d44003cb6be8cff88c4f9ef9fd31b820,Varsity,6
6129ea41187821cde7ac336f7dbc1849,Girls' Varsity Basketball - New,40afd3a37cca05efe623b7509855c73a,Varsity,8
0aed3138ab28887aad3504f91f514fe2,Hayesville Girls Basketball,a69017f8746c392b173dc70700fda957,Varsity,6
7515989d1c2f94c0cf8c5e4aefd3d12b,Girl's Varsity Basketball,770f8e448d07586afbf77bb59f698587,Varsity,6
78f3dca788bbf2e8bd6bdb632510e7d6,Boys' Varsity Basketball,07193c44ba3be8df1f67e96110c2006e,Varsity,5
a4ebed6cac8ea71bf82d92d0590d0d32,Girls' Varsity Basketball - New,d947bf06a885db0d477d707121934ff8,Other,0
83ed6af23ac47887f582ffee02d29ca3,Boys' Varsity Basketball,8725fb777f25776ffa9076e44fcfd776,Varsity,5
4a633aef4e34e76d6bd61d7c75c30b3f,Boys' Varsity Basketball,9dcb88e0137649590b755372b040afad,Varsity,6
1a84f2f59856ed217ddb2f2dc4905ea3,Boys' Varsity Basketball,5e56343dada029d40a90b44e1ca3d495,Varsity,16
afd3da353ee2dfc81b0b0c95738ff9c6,Girls' Varsity Basketball - New,f7fa6aca028e7ff4ef62d75ed025fe76,Varsity,5
07e347dc66e3f04edac27712cd713b3c,Boys' Varsity Basketball,f5d0405d5c8d3ebcd826cbc3a77db735,Varsity,2
b52cc46efbb0de3ff323d1d5590c2f69,Girls' Varsity Basketball - New,9a5b67bf56e576c4d0de7d90d3171644,Varsity,3
cd59c62327c041e6efd902674ce60e3d,JV Boys Basketball,5f245ebebce62ddcfacd1b6292c69392,JV,6
8ac93a76589c02a0472d79f91a29bc90,MJG Boys' Varsity Basketball,dc1c347d471f68e41ad2a9a1145941d6,Varsity,11
ca82c30e7a67691a11095e43229c873a,Boys' JV Basketball,1ba0846587744383fa518b7e642ff632,JV,4
b87649a2025f83efb382c087eb1989c5,Boys' JV Basketball,bec86aeee7d10a957750af645055a115,JV,7
cdeb62ca10f63c94f575fa8f7f7a2b1f,Girls Varsity Basketball,edea298442a67de045e88dfb6e5ea4a2,Varsity,5
7147cd677445a7111f50c3850f74413c,Wabaunsee Girls' Varsity Basketball,92251e8665e19be62c86ff039528e16e,Varsity,3
9440b8c472529b4807000d507856be3a,Girls' Varsity Basketball,9dc6864f20548aa7f9d8500bc28dafef,Varsity,8
430c91192747258a71cabfc0863f08ac,Boys Varsity Basketball,01922cbeae89ad4d79ab769e84e7c5da,Varsity,4
2e56fba90bdee58ba3fdff0113a67443,Jr. Girls' Basketball,2c6013eae59ce171ddbcdb7a0a0becef,Other,6
f9502a4e2c9cb33351220ddd8ac39da5,Boys' JV Basketball,de03beffeed9da5f3639a621bcab5dd4,JV,4
9e3e4cf1277809df9ed84c0fff455f1b,Boys' Varsity Basketball,f916b2ed383e62ec91b915de8ba77e0b,Varsity,6
98c8e90c538959e074e80c55a532e1bc,Girls Basketball,21fe5b8ba755eeaece7a450849876228,Varsity,8
05316875987eb5067affdc66363bd7d5,Girls' JV Basketball,c5941be9c01b6fb6468639d5f03af022,JV,1
08c795b843a9fdcadb684139ad586622,CHS JV1 Boys Basketball,61bd5a9f9bb389ac9cbcc5d3f0eeefcc,JV,4
e730f9c3d3d0c48d3f2d63c4235e7b0a,Girls' Varsity Basketball,9b279012cc9b02e28fb32e827355714f,Varsity,8
207874d6120c652835a55bc30a0a7b0d,Boys' JV Basketball,f19fec2f129fbdba76493451275c883a,JV,6
00a044506d1c2743588c851f4a331e34,Girls' Varsity Basketball,4248f287dc9fab6abfcf1c333aa9838e,Varsity,4
d2a575f551dbacba18e0203d13f1be83,Boys' Varsity Basketball,873a420964dbfac72c5b49ce65cb1991,Varsity,3
3131783c9c9ec1360a877d26f392c139,Lansing Catholic Junior Varsity Boys Basketball,3da508de45fcad17289fd382a1b95376,JV,5
2a41d39dd64141487f2e70989a98d52d,Boys' JV Basketball,f804d21145597e42851fa736e221da3f,JV,7
da9c95526a74cd7acbe3276b30f59b73,Boys' Freshman Basketball,835bafd2c534a1830c0590774285ff88,Freshman,1
2d70310e5610ca6b14e967d9f0d3a119,Boys' Varsity Basketball,9f9d8edfbd4baab2060a115bbdcee1d6,Varsity,2
78ebdb34a7b07c6489d730bd0a4754e9,Boys' JV Basketball,32f57c0fa63af22a58598d1e0583ece9,JV,5
c0d0e461de8d0024aebcb0a7c68836df,Lady Maroon Varsity Basketball,68ce199ec2c5517597ce0a4d89620f55,Varsity,6
0e087ec55dcbe7b2d7992d6b69b519fb,Lady Mavericks Varsity Basketball,26e359e83860db1d11b6acca57d8ea88,Varsity,6
73dd6ec5cb363db3a794d27561cb8e85,JE Girls' Varsity Basketball,f942c03b0954ea15bc3aab7c6d8847eb,Varsity,5
a6c08a1449f226fa33e2e700160f4d3a,Girls' Freshman Basketball,3ae3b9d70e3a1be516add1d7e16bfd20,Freshman,4
3d86193cb5ae3070253b84422e0c5f8c,Boys' JV Basketball,fb420d76222279c408e6ec8fbff53cb6,JV,8
d80f1f9d6b7d30df67ed49f1deee94d9,Boys Varsity Basketball,e6be5b6def555465fea6d6458bd7eba5,Varsity,1
ff8bcf89ec853d6496115959cf39526e,Boys' Varsity Basketball,82f292a22966b857d968fb578ccbead9,Varsity,9
70c16e6b5401e698b599bbe841eadc33,Girls' Varsity Basketball,7967cc8e3ab559e68cc944c44b1cf3e8,Varsity,6
06a9a70f54882c59fbb45a2e3355579f,Girls' Varsity Basketball,8bbd6ed02e5b1387ac5e61e03b1608fb,Varsity,3
a9879296aa8812ad89105acdf67b833d,Boys' Varsity Basketball,124dc1621ddb7fc7dc1fb0e21feedf49,Varsity,4
e86d5bf56e0fa2cc8843ed42f57cb3eb,LadyHorns,05f56d5f042aa4dce70f211d2a981e15,Other,4
f18275c1d73aad7ec2cccacad5f65051,Boys' JV Basketball,77da2f07ed6c94afa27b5f113bea7ebe,JV,4
07cb5f86508f146774a2fac4373a8e50,Girls Varsity Basketball,fc2c7c47b918d0c2d792a719dfb602ef,Varsity,8
d23af25a572eb40b553654d9b8eea7f4,Boys' Varsity Basketball,e35284b6966864480f02bc12997b8b49,Varsity,6
2f579bbdd8add89178d48be2b105a63b,Girls' Varsity Basketball,d01eeca8b24321cd2fe89dd85b9beb51,Varsity,3
0eb5ef9fa03d31b0634e9b3c4c8c1cdf,Boys Varsity Basketball,645098b086d2f9e1e0e939c27f9f2d6f,Varsity,7
22332b82eac2871bfe69506c3087226d,Boys' Varsity Basketball,ac0bfdba5fb1f97273dbcc5039c665c4,Varsity,5
2282a25c353b9bd555c0dd21a711c128,Girls' Varsity Basketball (Old Account),1facae6326242d7a0a2139b08546ec58,Other,6
eb8ec9d0163abf37a75636477e0657af,Boys' Freshman Basketball,c7aa952887ba7e5c61905abd5cbfbb0c,Freshman,2
25e3218eb5a7feae70ae3bb45f259ee7,Boys' Varsity Basketball,931a5f9a02c3c557c941f45ed2677c90,Varsity,7
6900c85ee51e76a29e08beaa8087cfb3,Girls' Varsity Basketball,e12660adc7b1a88a9df3f14dcde95197,Varsity,10
5a049f30005d95b18b94de0dede1a52d,Boys' Basketball,4b3909f00d45451966f2fdc01cdcc610,Other,5
c84b1a8348034ee2a51ffbaf5865fb50,Girls' Varsity Basketball,6ba5bc4fe4c3f704112d0ba94020f4c2,Varsity,3
d295dbf65549b0aa7340c280327ba926,Boys' Varsity Basketball,78106a0fa774284d86ec3585a5112ca5,Varsity,8
0311df524c7463cd07c6c1dfd9fab31a,Girls' Varsity Basketball,2bea3829a036694d8c8970aabbf000ac,Varsity,3
c1281a2a8799f8f97fd21087f256e72e,The Independent School Lady Panthers,7f1171a78ce0780a2142a6eb7bc4f3c8,Varsity,4
87d7d5011101f4ff56244013bffde4e0,Boys' Varsity Basketball,c55d22f5c88cc6f04c0bb2e0025dd70b,Varsity,8
2596a54cdbb555cfd09cd5d991da0f55,BOYS VARSITY BASKETBALL,86b122d4358357d834a87ce618a55de0,Varsity,10
9f39bb89b25c8f9d954f6325fbab592b,Girls' JV Basketball,7a47f991e304fd013ba300505eb42fd7,JV,2
642e8d5ef28c792f56be82027b509c30,Varsity Old,c0e1fac1b114b4cfb6d3620c429de433,Varsity,2
769607d034451a561f535b25bf04d38f,Boys' Varsity Basketball,a31173d9cd5b13c2ecd3ec68b071c4a4,Varsity,3
32253f146ff7a879096536333cc8ce7f,Team Alpha/Bravo,24be14e19b1e7b795df17629e09533c7,Other,3
c53857730b492cbe9ae40756aa1c04ce,Boys' Varsity Basketball,a1a9310fb733cdd49c0808731b68c048,Varsity,6
47eaaec8e1fc41136698efbf7d065d69,Boys' Freshman Basketball,5631e6ee59a4175cd06c305840562ff3,Freshman,8
a2051335d1903d3e553d3db61d2536a2,Boys' Sophomore Basketball,6bc7ecf42fc0fbc27d7837e976d28649,Sophomore,2
38d9d67f4f8ee30a0bb7ba9680930361,Boys' JV Basketball,327efb45357264e0d764058cad59bba0,JV,4
c9a9f4a6705ad5f8d897d03f2112a74e,Boys' JV Basketball,9dcb88e0137649590b755372b040afad,JV,3
61a90aaff3c86a938aba851641c43930,Boys' Varsity Basketball,a01ef14cfea1aaacee576832f80ab8da,Varsity,3
ab142897f159cf8b9f9a79969582925a,Girls' Varsity Basketball,1d03841ea08e08c6e1c43cee7e07aaaa,Varsity,2
d149d163ae59085a6b2aff602ef73fd4,Boys' Freshman Basketball,c1adc7e5ae982a010af2eb442b583640,Freshman,7
419f97a84b21b83293d3daf2ebe58704,Girls' Varsity Basketball,187acf7982f3c169b3075132380986e4,Varsity,7
02cac1cb720229502811d679fdb9a1f6,Girls' JV Basketball,4b5fb5ef53ac99fb4961f6844ce0dd43,JV,1
b651c1dc04441f34a3a6658772577a1e,Boys' Freshman Basketball,1763ea5a7e72dd7ee64073c2dda7a7a8,Freshman,2
fed47e21d4b20596b0c1be61208e7baf,Boys' Varsity Basketball,da6dfa42744e1e423ce9ffbec3b39267,Varsity,2
2fdd3f52f05f8ac938a9d92b9ef7a698,Boys' Varsity Basketball,acc21473c4525b922286130ffbfe00b5,Varsity,9
68f31be29b7fc4eb18b4a143a4dc35f9,Boys' JV Basketball,4e9cec1f583056459111d63e24f3b8ef,JV,3
c2e46622baed1fbc790a4af9e76db269,Boys' Varsity Basketball,adb84616a2a89f3546abff75421dc557,Varsity,5
2e8c991103bdbfda4a9d8c26d03528ec,Girls' Varsity Basketball,133a2ec99e2817a4327621df3f856ca2,Varsity,3
a553f73eba91d42c785055d231f048d6,Girls' Varsity Basketball,d7e81e78801865d4e4c1be615e762ba4,Varsity,9
e7e392faf48360dbb1dc855ab74645b8,Girls' Varsity Basketball,8e036cc193d0af59aa9b22821248292b,Varsity,4
f7ad2eaea7529e01c17f2363b8ba0a08,Girls' Varsity Basketball,894ac623e9b3060c61734f381935ae75,Varsity,3
fd6d3bf6dc80beadf0d4dc000238f5b2,Boys' Varsity Basketball,31914689514c64a97d950a8d9eea3eeb,Varsity,4
767b7c74e573cc80e96568639db41267,DuQuoin Boys' Varsity Basketball,9ed27554c893b5bad850a422c3538c15,Varsity,6
f1945577190e6d3badde474a7e71f6af,Boys' Varsity Basketball,a64c94baaf368e1840a1324e839230de,Varsity,2
53f4b5481be2d44ca7a0beac43fe7c39,Girls' Varsity Basketball,4b7a55505729b7f664e7222960e9c2d5,Varsity,2
21e1a553361e1e402d1f16f67156da87,Boys' JV3 Basketball,add217938e07bb1fd8796e0315b88c10,JV,2
3121dd035183aa8474faf9b1318319e7,Girls' JV Basketball,67e235e7f2fa8800d8375409b566e6b6,JV,2
49cb2e37f2cac55e24d4201f47ceada1,Juvénile masculin,c4015b7f368e6b4871809f49debe0579,Other,4
a4d55d9f92159522aee4e0bcb8fe1320,Girls' Varsity Basketball,4fb8a7a22a82c80f2c26fe6c1e0dcbb3,Varsity,1
704488bd8c30c56a28d04141f2578144,Boys' Varsity Basketball,81616e9ab54cc3e36260f80593a4cc33,Varsity,3
99c66e7da072ece343f1033ff7fd011d,Irving Girls' Freshman Basketball,a8849b052492b5106526b2331e526138,Freshman,4
5b941f460f2ec63730c9f325ba44961f,Girls' Varsity Basketball- Current,d4dcf709a96dca127d0429d73c443afb,Varsity,3
841f1531a15eb6368c3246d4c53ff336,Girls' Varsity Basketball,fe3b673e6693cf4a21e6e1b9a26e72c3,Varsity,5
6ccaa31ad857310fddfa27f5df4196ef,Girls' Sophomore Basketball,3f78fa1cdb0e2fda88c2a935950ffdf1,Sophomore,2
864d5a359bdd797a495fdd1bb1b6fc94,Boys Varsity Basketball,86b48b560a92d18429bcfca2c70ee733,Varsity,3
d357cc7ea46e873e63591d89c21b2b8e,Westbrook Varsity Boys Basketball,01de4c21eacf934da60552507a4696e6,Varsity,8
2f9ecfa0f357772a6113ceffef84ddf4,Girls Varsity Basketball 16-17,adf7e293599134777339fdc40ddfa818,Varsity,2
46b541ace741b6688088b44f8a011141,Girls' Varsity Basketball,30543a51b7a21d5312fdddfeecafb3d4,Varsity,1
f23ceb4024caf2e708f6f9edd7d703de,Girls' JV Basketball,83dd3f9f97ef6533766c39d5b2e5e565,JV,2
cfb2bb50fbc37b1a73c3c7152f0806a3,West Mesa's Girls Varsity Basketball,0bf0b26798f42e0ca56680ec6f103daa,Varsity,5
d57ce8adda8b4598eb559f6938ab085f,Girls' Varsity Basketball,b84a25d15d9d44f58640a485c1387df8,Varsity,4
fb56c120d6ae0dff1009152ba45759f4,Girls' Freshman Basketball,f1daf122cde863010844459363cd31db,Freshman,2
ba5a385fef8b4cd55eeeafc2a37db4e0,8th Girls' Basketball,c55c6eea07345c455a100597687a61d2,Other,5
c445d6c3306df49949a810e6b8182dfe,Girls' Varsity Basketball,0f6d11a5f98dbcc41bdcd0c970a63d3f,Varsity,4
34606f7b1de319a04d1c5021b5293e43,Girls' Freshman Basketball,23fb42c7ddc1017599541a953efb68bb,Freshman,4
b6d4f7d3465f4d6155ae7c7c5db7be96,Boys' Freshman Basketball,6e66329891cbb9adb1966e44379cfadf,Freshman,10
77e4022430913760fa7e5592aa570501,Boys' JV Basketball,2e2c4bf7ceaa4712a72dd5ee136dc9a8,JV,2
a753aa69443b6331642c40eee8fd901e,Girls' Freshman Basketball,5de310fd9365cd111d778791085b1eb3,Freshman,2
2255b6bb383171245d93c3ff8915ab79,Boys' Varsity Basketball,0fa82e5650657c087b2afb68af834716,Varsity,7
f75d8543c06120a3f674417b6bb8802c,Hunter Huss Boys' Varsity Basketball,c10059c0ac08e46e083e38750387f953,Varsity,6
56b4f4234a8d6147165fc2bbf9a00ff4,Boys' Varsity Basketball,99b824ede6546f5b83b7d2b66e4d8042,Varsity,10
e59e8177d0c18daae73fb7cec62d5a13,Girls' Varsity Basketball,e9de722f5fee30a9bb44216eaa70ae09,Varsity,5
a163da4e70210f7ff9412343868fb173,Eastern Hills JV Basketball,ac796a52db3f16bbdb6557d3d89d1c5a,JV,1
f9ba6e74d660551a0d8a87b56087c457,Boys' JV Basketball,1a3f48b0cf8049492de46ac1de345086,JV,2
6dfae29214d411ba6382410ba2ac1645,Girls Basketball,480eb54452f63abfa7f2eb0ffb1c62fe,Varsity,12
322054cc5c540d26bc6792ff48cbe71e,Girls' Varsity Basketball,8973ba741e7bd6450d8023552f43728e,Varsity,7
9590606e32133866d7c5d33420f61ce9,Scout,b443471216b517cc30cb9eea354e023d,Varsity,2
1a080f7c1565af5d897da885739a6e94,Boys' JV Basketball,7fe61f156a674de0eb34eee36d98f68e,JV,3
4823ee4ad0f2396d14e12fc9271ae402,Boys' JV Basketball,11a31db27a7b70be0bb9759cf73d0939,JV,2
dd29348037a82d27ed31a70d13fe3adb,Boys' Varsity Basketball,8e017d9b51e7b9284cd0da58fae39b33,Varsity,4
60d7cfa2c879fe8b1c1005aa757b1c4e,Harding Middle School (8th),26c8c8d11d174a840c0e568f82315a3c,Other,11
50eed00f4ba2f0a99f376a0642bebc07,Harding Girls 7th Grade,26c8c8d11d174a840c0e568f82315a3c,Other,6
70fb05884ca321fcb20ce5d2ed9c8548,Columbia Boys' Junior Varsity,6483a599028c6f20aa6f40c3b507420d,JV,5
a42af1d1455280af7c2107aa09f2f246,Boys' Freshman Basketball,226982ab9123047f22996f01ae642335,Freshman,4
9e7db7ed2dbeb607066417b77a240bc1,Girls' Freshman Basketball,555183669058fb273008595a9393d628,Freshman,4
6a78222079b3fa744f7520b2cc878fd5,Boys' Varsity Basketball,71fcbae809ac29a498dbe627a7b23b4c,Varsity,2
7b28579b3bd88dc42f9a70be1db05a81,FHS Boys' Sophomore Basketball,13403518ef9c1ce843a289d991f79bf5,Sophomore,4
3cf1a4bb93ac223b5c9225cf892ede45,Girls' Varsity Basketball,e910a63844df7022c9b194d39b2686bf,Varsity,6
d43efe1862792fe7513e288aab300eb6,Boys' Basketball Junior High,d8030afe156a4de429b42187a7bb28eb,Other,4
598ae7c0a6b9e6f91d927d9969784fe5,Boys' Varsity Basketball,85cef7747c65f4a841426d6fdd329449,Varsity,6
a2682769e1361755c84ef9f75bf0d1dc,Boys' Freshman Basketball,710049f9a52cd294d54b75d46ad3d2db,Freshman,1
d47844673f2db74d78da8687d794523d,Boys Varsity Basketball (Classic),46072631582fc240dd2674a7d063b040,Other,21
727651137ff614f9f1687f796f192d49,Girls' Varsity Basketball,e8a079d6a3dbabc7bcfa0047f63e475c,Varsity,4
66589fba6fd82ff815d5343f098e5a6c,Girls' Varsity Basketball,da353f402faf6cf475d4abd1450b0882,Varsity,4
0722fdacb53d063898a56239c199fef5,Boys' Varsity Basketball,98f0d5f93731b7f3186531c37cca0945,Varsity,6
cd7aaa872394fcd5e02da3c26515aa68,Boys' Varsity Basketball,597073e68fcefaa6bdf39ca6b399c28c,Varsity,4
6806c6ea50ea2de3df70f5451156cd06,Boys Varsity Basketball,7b41bfa5085806dfa24b8c9de0ce567f,Varsity,13
a49a0af2ea91f9bd0ef8d952161b3696,Boys Varsity Basketball,136c2f0599b3a0175c544b72e4861b9f,Varsity,9
abf64abfaccb1f682ca1e009c3199c85,Boys' Varsity Basketball,768fa894a5f37850e70ab47fa300453c,Varsity,5
fa05a0c4342eb0992ad0c94ff4896eed,Boys Varsity Basketball,9bc93fe9d842a7f269ed8aab2a63dbc4,Varsity,2
e1ea424544d7f716ced70fc7708a15a2,Girls Varsity Basketball,abd987257ff0eddc2bc6602538cb3c43,Varsity,7
ace0f412b66a6d4add92867b3ba9e622,Girls' Varsity Basketball,678a1491514b7f1006d605e9161946b1,Varsity,2
b65982f88175f0f51edbce224b442151,Women's Basketball,177a60cf6f66d63873a84f6202112b92,OtherNonHS,3
2688b73ccc84e45e0cec2c126fcdd469,Boys' Varsity Basketball,875b7206abfe647f32136353a93f64f4,Varsity,1
51281afa89dcb46d47e245f87638b8c8,Boys Basketball,8bc96a461bd0ce6616f30b9383b7427d,Other,7
8b408e53d51cceb0f15ba3b586404db0,Boys Varsity Basketball,8571ddcc1c64ca1fa11891d899cab05d,Varsity,5
98ad7a07b2d2aadf89c1dfc3a9d2e82f,Girls' Varsity Basketball,b4aa46eec336d130ed40c2b77bb7e0e7,Varsity,2
35dad612c253befda08c4a486b7b0065,Madeira 7th Grade,b29eed44276144e4e8103a661f9a78b7,Other,1
ddae916317a2bebf3259c8a4a80f842e,JH Girls Basketball,6fd6b030c6afec018415662d0db43f9d,Other,3
8648e4db0bacdd984c1f8d4848277312,Boys' Varsity Basketball,a4ad68f61b704a2073c3952bc5ceb1c8,Varsity,3
d4f8987bed502a69b3c5eae7b2e7c9d6,Boys Varsity Basketball,f3a3cc4e1b8b4b0438505c0a38efad9f,Varsity,10
c61909bdde7b5cbeb27adeeff43ac55c,Freshman boys basketball,edfc6705ce43fac4bdba09653b2ca9b2,Freshman,4
e9bf805da0a847c028b25ca569cf3edc,Boys Freshman Basketball,41869b81c91e34f789fb0175802326d3,Freshman,3
59d98919eed9dbafc345024579ba7b73,Sr. Boy's Basketball,ac56f8fe9eea3e4a365f29f0f1957c55,Varsity,2
08d2082d8e3c639f7b1a38202ce1d456,Girls Varsity Basketball,c52ebd9ef5cdf82c4348a83b527159ec,Varsity,3
688cd1500d40c7b4e89675852f23ac13,Boys Varsity Basketball,9399e0b02c73fcc14cd11d9b4e685f2e,Varsity,5
77e40e5c8bed1ef36afd403706f9ec7e,Girls' Varsity Basketball,ca49dcab7677fd5d3108f9a9b250d604,Varsity,7
ad802a443a23afa914aa5bdb2b6f209a,Girls' Varsity Basketball,c850544eb57486d7f53fcc42dcfc63a7,Varsity,4
6ff96da331f98adbb39faa76c96d3384,Girls' Varsity Basketball,d093e56ef752adba41e5eaf26d1960a7,Varsity,2
6a695cd067411b88fbe7b1ce59c149a7,Girls JV 9th Basketball,08bded4b29e13c27e400662136eadbeb,JV,3
0739a03c3c18165f1885ef515be0d964,Fruitport Freshman Basketball,d309cd6396e744600c943fada20f686a,Freshman,1
