school_id,state
597073e68fcefaa6bdf39ca6b399c28c,Mississippi
7b41bfa5085806dfa24b8c9de0ce567f,Iowa
136c2f0599b3a0175c544b72e4861b9f,Alabama
768fa894a5f37850e70ab47fa300453c,Tennessee
9bc93fe9d842a7f269ed8aab2a63dbc4,Texas
abd987257ff0eddc2bc6602538cb3c43,South Carolina
678a1491514b7f1006d605e9161946b1,California
177a60cf6f66d63873a84f6202112b92,Missouri
875b7206abfe647f32136353a93f64f4,Minnesota
8bc96a461bd0ce6616f30b9383b7427d,Florida
8571ddcc1c64ca1fa11891d899cab05d,Alabama
b4aa46eec336d130ed40c2b77bb7e0e7,Maryland
b29eed44276144e4e8103a661f9a78b7,Ohio
6fd6b030c6afec018415662d0db43f9d,Oklahoma
a4ad68f61b704a2073c3952bc5ceb1c8,Florida
f3a3cc4e1b8b4b0438505c0a38efad9f,New Mexico
edfc6705ce43fac4bdba09653b2ca9b2,Texas
41869b81c91e34f789fb0175802326d3,Alabama
ac56f8fe9eea3e4a365f29f0f1957c55,BC
c52ebd9ef5cdf82c4348a83b527159ec,New York
9399e0b02c73fcc14cd11d9b4e685f2e,Washington
ca49dcab7677fd5d3108f9a9b250d604,California
c850544eb57486d7f53fcc42dcfc63a7,Montana
d093e56ef752adba41e5eaf26d1960a7,Oregon
08bded4b29e13c27e400662136eadbeb,Texas
d309cd6396e744600c943fada20f686a,Michigan
98710a10740ffcf09fc8a9369007b56d,South Carolina
544defa9fddff50c53b71c43e0da72be,Indiana
1531beb762df4029513ebf9295e0d34f,California
091fe63c4d0db2482743ef709f5c8d6a,Nebraska
0db2e204010400f5c506620adcd1ae68,Arkansas
f490d0af974fedf90cb0f1edce8e3dd5,Kansas
3f4bd1f117b18afa131c48de15486652,Kansas
84438b7aae55a0638073ef798e50b4ef,Rhode Island
a78cd673323dd4da94a6a78acb242ae9,Ohio
8af7d74d4c3624a0d00870d1fe1fbded,Nebraska
81b44841fd564c347f7f21ae19b97659,Massachusetts
9806b902e654c2ddd3b611099436037a,Georgia
aaddcd13798c7609e4c6479d1a4f67c9,Wisconsin
45fbc6d3e05ebd93369ce542e8f2322d,Nebraska
4c038c24158aa04f63a0ddf71c462716,Washington
86561200f3f1f2bf5cd4218495323b3f,Missouri
adeb5653cc2294473e88c23d6bfc4be3,Maryland
5a20abd7831fa1ebd199086e4a69a49a,New Jersey
912527e69aef16ac97324684dda53015,New Jersey
7884effb9452a6d7a7a79499ef854afd,Kentucky
1cd035a313edec52ac8f69c27aba683f,Michigan
80e95d403709b12e758a590b74d9965e,Wisconsin
3795d3a1bcd79ee934bf8ae37c031191,Texas
0ec04cb3912c4f08874dd03716f80df1,North Carolina
4c1062cc42d7e3c64306cbee964db44f,New York
c47eedbcf5a800ee4216797e5665eb21,Louisiana
7a71bed212ae4dc677694b682cad7aee,California
11734c642f4a465cd55504afec38110d,Michigan
dcf702356e8c9c78c3fd3e87f0d8896f,Florida
a2117c56f9f664d54cb976d6cc7204e3,Alaska
ae898d7f9209e4398e0363d789fcb757,Mississippi
d4cd91e80f36f8f3103617ded9128560,California
126240e11c746dd8b5162a168860a5ed,New York
bd689c29167187a5b0a27f7be2c915b5,South Carolina
3b3f5e968aec2e8470ffbcbb61ae3512,Washington
d18e400cb591fe364aac99e41c4ba62a,North Dakota
645e6bfdd05d1a69c5e47b20f0a91d46,Ohio
4c9c3070235a7af934be4e46215c0cbc,Tennessee
1ded48909e537e2b955570b340c81b86,Georgia
8c52a733cb7c78287e54cc4312e1dc94,Missouri
ef4c88811e3816f40407421553982e89,Idaho
475cc020a2dc98e1bd061ddfdf162fdc,Wisconsin
aecad42329922dfc97eee948606e1f8e,Oklahoma
ac9230743b1790814b852f46b35d7275,Ohio
072b030ba126b2f4b2374f342be9ed44,Utah
c65179850bb8bbbdcde179bbb5823f2c,California
089f4720a96521e1e222bfb0b2c357ad,Michigan
0ea711391df8d060f4f81141e192814e,Montana
2225c699a36afb253a69074cad850b00,Florida
975d9f0ff98ed5bc3f6c862609372b59,Oklahoma
da2c3c83254159e9dadcf74923222e2b,Michigan
908c5a804c204a58e06d8f7f0b7e53b7,New Jersey
41b669082f2407d3fc0592eaf88864b7,District of Columbia
27494938b09220f0026822cb2f583e79,Missouri
f75b757d3459c3e93e98ddab7b903938,Utah
236522d75c8164f90a85448456e1d1aa,Massachusetts
acb95a44c0420a25fdf516ad0833bc24,Illinois
863f443c06e0d5ee8103c6a11716e9cc,Tennessee
167ccbe15cc1664c9a63c20ac4c6a55a,Wisconsin
4d6e4749289c4ec58c0063a90deb3964,Texas
556a26e6d03b139976bafb40c4c3de70,Maryland
0f96613235062963ccde717b18f97592,Utah
af9ceb1e9e159d7b393a4c38c660a7cb,Indiana
ebae5f81d1c4563ae8f8d07b9290324f,Texas
d0a058495e0468282a6238a7caf5c94e,Texas
e03fd300f9fe8ac024ecc83347215a30,Virginia
e9a0ddc40651a765e246e1f4b8c3d3c8,Ohio
cd00692c3bfe59267d5ecfac5310286c,Connecticut
15825aee15eb335cc13f9b559f166ee8,Wyoming
097a266326991a991c77d203160c8563,Mississippi
9c72e0c8882794b79d65f14776a0a974,Missouri
287e03db1d99e0ec2edb90d079e142f3,Virginia
2629deb25de85314179e2d27c7210e92,Pennsylvania
dfc69ee4c48a622e2bcda2c3d2a219d0,New Jersey
6be93f7a96fed60c477d30ae1de032fd,Texas
89bd966c6686fed948e0be6ff670a815,Idaho
e27a949795bbe863f31c3b79a2686770,Nebraska
eff58775e5cf76bcf61f6c6b36767721,Alabama
7873b66ca1d39eb8603c467fa05cfe86,Virginia
e816c635cad85a60fabd6b97b03cbcc9,Florida
e5d29d3c97a838c22a1f19ece2f45a1a,Kentucky
c8d12113e2258af31914e88130b917f6,Texas
e327b1649d06bf74fceb4fe73f83bdba,Illinois
35c01cb4a4629dd6c5db1f6dabc96a34,Michigan
b5bd9ec2c8ff3cb0c9f606c1a59ec4b9,Tennessee
16eec7a9b0948c3688f6c222430b0784,Vermont
a5f2b2528bd068e1643b5ec310cd5d8c,Massachusetts
56921b5830dc422b9e197e0df48c5b8c,Oklahoma
ab35346c61fc243d06932f964941b016,Illinois
4855678ca8b08b092ab353309336db8a,Ohio
b7c341015338340fc8cc5c21e0473579,Arkansas
48e95c45c8217961bf6cd7696d80d238,Pennsylvania
6016c49ed12f15bad85a5d3156de5f11,Michigan
9c82c7143c102b71c593d98d96093fde,California
68310dc294a1c38c7ba636380151daca,Georgia
86df7dcfd896fcaf2674f757a2463eba,Georgia
f7ab113fb2bdb9d5674ef9ab826d7979,Ohio
1006ff12c465532f8c574aeaa4461b16,Ohio
9c51a13764ca629f439f6accbb4ec413,Indiana
12479ddde207e0bcfc2c19b8ca87c926,Virginia
1714726c817af50457d810aae9d27a2e,Florida
8169b55ce364415af6b6dc07fb5fb847,South Dakota
de845b1e6c1a63150b5123dbb7fb32e1,Pennsylvania
e29b33be8942a4c9cd5e8bf33c045d33,Maryland
28498620653e59a7e22c2b50748e2766,Minnesota
5695dd7bfdf01700983a66a5f2d57698,Minnesota
6e79ed05baec2754e25b4eac73a332d2,California
e0a0a422a9069a4cb2b91211a451da4b,Virginia
c654fadc9a9b502997ce42c9dc82ece2,Texas
72e404c7a924449a70bf7d57e012c10f,New York
548b57cc0fd23358084548f3bbd9fdbc,Indiana
7aa93ced4ef3001bcbf97312b03db373,Oklahoma
5cf21ce30208cfffaa832c6e44bb567d,Oregon
73114de8de57de8cafafd3774143a5e0,New York
4441b26d19e25f5cfd65538bc280df52,Indiana
30f607dcab85f4577f6935084e733fd2,Texas
93fc5aed8c051ce4538e052cfe9f8692,Ohio
e87b6478649061df92b8ee6547e0fafc,Minnesota
b74b2f87ed4dbcc03ceac5cc45c4c7fd,Illinois
2354c276f1c9156f4b97a11a7aa41254,Connecticut
ec2f08ae409f4a81a531d63db671d55f,Alabama
2e0bff759d057e28460eaa5b2cb118e5,Mississippi
1d41919b50cc82443223e24f976ce85d,New Jersey
5108936050f2593902c09654330c650e,Massachusetts
cfdf55d9c4687ca7b7d9b2d2b997135f,California
0d85eb24e2add96ff1a7021f83c1abc9,Minnesota
1fc4d406fb18e3ef7e4174fbddd7a462,North Carolina
991675ef521cb2089cccd6a852f72cac,Pennsylvania
e19099504769f3f7eb7e2f8b933db898,New York
c56a4706337730e0e15da875405fa1c5,Iowa
2b763288faedb7707c0748abe015ab6c,Arkansas
af0a59d77edf6e178ec25cb090df864b,Texas
d1a976668ac68bef48bf214e12b108d6,Maryland
7399e6974e60617332c54c9f989ec454,Iowa
534377b318b8a31992b8728b55bcd5f6,Ohio
a4267159aa970aa5a6542bcbb7ef575e,New York
b164250f03b08804a9697111ba542f21,Kansas
dfb3863762a64ef643d5c9ed51e60d2c,Ohio
9c87b4fa747d4b5675c82f561eb9cd4c,Florida
dc78a8801aec9db5385cd7863ecbab5a,California
8b4224068a41c5d37f5e2d54f3995089,North Carolina
b154e7b21b2ff0a14d96affa6d3fb958,Illinois
14e9508ee77bec4c58f78ee9cb47a96f,Wisconsin
f848a2af7d9ba608a5890fb32bf088ed,Connecticut
f6185f0ef02dcaec414a3171cd01c697,Michigan
7ec0dbeee45813422897e04ad8424a5e,California
e8e0dd181e4ee545195120626098bfba,Kansas
e99e2f01fb133cb61504dea47dfe3f3f,Ohio
887a185b1a4080193d5cf63873ac6d70,Iowa
880245e8c94aec1d1fded7651d2e2f82,Louisiana
6d2f4aa4306b3b13a06b9dfc3e498054,Oklahoma
b2ebf93cb2667a995c12787e51e6ec0b,Alaska
628f7dc50810e974c046a6b5e89246fc,California
d5a9ee07f24fb62f40781d00df2d47db,Nebraska
bc5fcb0018cecacba559dc512740091b,California
994d1cad9132e48c993d58b492f71fc1,New Mexico
0da0114e6bf8ec43ad71096d5e3f97f1,Georgia
fa7cdfad1a5aaf8370ebeda47a1ff1c3,Wisconsin
8affe5b7d527c01b3a287168bb4439f6,North Carolina
3d8c34ed1d91e42e80ccda0c6dd0b027,California
052760bd8e212726717fe6d070748880,Florida
470b5261600f6ddb895e6b8a7af0fb16,New Jersey
3a2ee1496acdeeece4124055b3799c33,Iowa
bb36e395b063bec9205952807471e86a,Missouri
07f75d9144912970de5a09f5a305e10c,Colorado
fe33b4901179d6118f8859c27426e45b,Arkansas
0a90c1fdd4b06c0822b0cbfae4bb0c06,Wisconsin
89cbd37a9747e154699b125d598817e5,Arizona
55b782d9f1c1765aac3cb3d51aae2430,Texas
06409663226af2f3114485aa4e0a23b4,Ohio
bd4d08cd70f4be1982372107b3b448ef,Wisconsin
b327c02ddad53e2fbb1c163884ae837f,Ohio
338635ee18f8b0f626818a216642c9a4,Oklahoma
44ac09ac6a149136a4102ee4b4103ae6,Texas
5a627e71c819a28db64a0bf7064f7b39,Ohio
d450f01b90e9cfa5848596f1e6457c17,Texas
4b880d619bbbcbbea22b13bfa30a1ace,Wisconsin
2eacc82231f2e62f9acb38bece54635e,Iowa
b803a9254688e259cde2ec0361c8abe4,Alabama
3aed873670ec4df5ec69019f310a2d19,Idaho
2a8a8bde56a1a353f4e5fdd641f0b199,Colorado
2c6a0bae0f071cbbf0bb3d5b11d90a82,Massachusetts
015c11191cbf983956d7c19e3434c0cf,California
e18b1ce90cd151f15a236b6a310cc7f5,Massachusetts
168908dd3227b8358eababa07fcaf091,Missouri
da21bae82c02d1e2b8168d57cd3fbab7,Colorado
ea20aed6df7caa746052d227d194a395,Virginia
5e4450dc93010bbeea7cd28eba296850,Georgia
933526d917e9642b5d9a38f215a23b5a,Kansas
3dde889723e33ace6af907cd5cc8e187,Ohio
007d4a1214289aea09b9759ae1324e96,Washington
1514f187930072575629709336826443,Maine
954c42feaba402a134e4d89ae31cc766,Oklahoma
10a9288f519d683f87f6443f7b6810e6,Arizona
3b5020bb891119b9f5130f1fea9bd773,Illinois
d1b11d193b9d62b13d4185fa795032af,Ohio
670e8a43b246801ca1eaca97b3e19189,Michigan
306ce8aa58eadd5a9a87e0f348907b59,Nebraska
cc1b3257babfbd27738eee2532472d28,Idaho
f07bdaf0e636773c9932fa54a952bb50,Wisconsin
186c9b923fc7eb4df8e7b4cfbeb234b7,Maryland
ce4df13cd96cf335886df9264806e472,Ohio
f7cade80b7cc92b991cf4d2806d6bd78,Ohio
6c2de35b691097827da9fdaadc060d69,Michigan
419ee836f207c09d92566feaa14320d2,Ohio
00b4cca849ad2b96d2b193f453785a13,Ohio
0f004440ba0c8f1ccc5c355f3d77207f,Illinois
d78931067f2c9f1cfb9165f1d73e67e7,Massachusetts
dfc0ddf31f87eeef737ffb16705467b5,Florida
466e695c8ce7c0b5cd5c4109d01ad589,Texas
ab11f404829e4df8aa00c84437b20f0b,Pennsylvania
ba7609ee5789cc4dff171045a693a65f,Texas
cc4e451057c2501f3da5d61279ec4146,Pennsylvania
1fa93a4060e2f6c604a3f5173e19d227,South Carolina
4b85256c4881edb6c0776df5d81f6236,Wisconsin
99ec8b626a47132c52969dd081cdd808,Ohio
379a187d076b961edd2eb3d34b1b8849,Michigan
153e02815bb012bbfe65ad09509c5a7b,Pennsylvania
82b0639a82d0cc70b8f5830fd2b06868,Oregon
a725c77dfdec0a53250d0709ed36e1fe,Pennsylvania
8c67c2ac63f3a3c9517e2e4c8c72798f,New York
82e6f7a80579e43e8bab4e86e7e25620,Ohio
c0b3cb0842f9f8148f618c587b48d5ba,Minnesota
4582ef600b4316d72eede3ef78fc77d9,Texas
b61db6a910e3b66ec8c44f77a713aa37,Utah
52bdba949576e6bcec5682a4993bfb58,Alabama
588da7a73a2e919a23cb9a419c4c6d44,New York
9c9b9968f53b847802ec73df94b649c0,Ohio
cda79cef5b3d69e47bf881153de40ae2,New York
eb453b86e59bbc3c6c3ec9f352469319,Wisconsin
3315588acf14179de8e0b2cd9285407f,Wisconsin
2983e3047c0c730d3b7c022584717f3f,Oklahoma
8698d181e9fe0f253656bcf4419ce43d,Kansas
56880339cfb8fe04c2d17c6160d0512f,Mississippi
7f972621c06ec9e22c9b8b51659671e5,Michigan
8a4488c177d9dc8c3da7c745c89ca214,Colorado
81c2f886f91e18fe16d6f4e865877cb6,Connecticut
6e17a5fd135fcaf4b49f2860c2474c7c,North Carolina
81e4fe932e45bbbc10cfce7ffb67162e,Maryland
9713faa264b94e2bf346a1bb52587fd8,Florida
b88524c1561b782a1a78bd24d1712ffb,Hawaii
c7b37a482b73fdc8678befad9b25ea29,Arkansas
13cd49fe3b1b37f47e6c20a256045cc1,New York
b66dc44cd9882859d84670604ae276e6,Kansas
fa183ba81b8f82c988245d8d4e701366,Massachusetts
74c407e263578d03d02c1123aa730b52,Missouri
690bb330e5e7e3e07867fafc4d32ec82,Pennsylvania
8d6a06b2f1208b59454a9a749928b0c0,Indiana
2ab56412b1163ee131e1246da0955bd1,Pennsylvania
1e48c4420b7073bc11916c6c1de226bb,Maryland
79b8072704504943c4a4e5900945f2a9,Illinois
0bfce127947574733b19da0f30739fcd,New Jersey
b65f2ecd2900ba6ae49a14d9c4b16fb4,Missouri
bf9b5a850f9afd054eb3bcd288c246c9,New York
b096577e264d1ebd6b41041f392eec23,North Carolina
bd5da0d67df335a373b1f9c5c276f414,Oregon
69961657077e0093ed761aa01916c5ff,Arkansas
8897600d344dd1febe525fd4f7a4e0c3,Kansas
99e9ed2e0253ae5f4b421592cf6ca2de,North Carolina
8bb2c536d0fb580ce30b60ca38f773dd,North Dakota
096d3a817a272647f4ada2d6d733a8fb,Pennsylvania
bcd9ecdada91ad9da498b58877cc8f18,New Mexico
410aa119a67d7a5fa5cac98bd7d78dda,Oklahoma
290ff0feb094e836744d3e2403d993fd,Massachusetts
37ce349008efb55b22c8594ca047413c,Indiana
879aecb3e6e794603e8c96e2dafca75c,Oregon
825f9cd5f0390bc77c1fed3c94885c87,Kansas
21928eda50b8057eb6708e3c4d52faed,California
f47b47a611df8ce65ef10b826ed1ad2e,Ohio
fb1f13df81c7bee04d8a083204858880,Michigan
e1c03a94d8ec9cd62597c9910247a3de,Kansas
08fb104b0f2f838f3ce2d2b3741a12c2,Connecticut
4e0223a87610176ef0d24ef6d2dcde3a,Iowa
50abc3e730e36b387ca8e02c26dc0a22,Kentucky
8fa350192410b66f44295dc88a5435c5,Arizona
3347efd591f95b516252b9a131a088ab,Maryland
cdaeb1282d614772beb1e74c192bebda,Wisconsin
1041a92309a495fbb321890d3db9c32c,Indiana
bf764716fe1a58cb07f8a377ec25c16d,Colorado
94c8e4495d11846b18dd44998eed4968,Kentucky
a19599d637c08bdc0e3bfbc20aaf20ea,New York
81f7acabd411274fcf65ce2070ed568a,Oklahoma
d20be76a86c0d71c75035fced631f874,Pennsylvania
04a1bf2d968f1ce381cf1f9184a807a9,Minnesota
ad82140cafe816c41a9c9974e9240b7a,Indiana
2806c23dbff477d1a3911b012d7db02a,New York
fbd85d9451c0d7555518534bcbac00e3,Texas
b64f6155563e634a2e0c13b684e73a1f,Georgia
0df0dbfc4725c2259dc0bb045e9bf6d2,Michigan
83462e22a65e7e34975bbf2b639333ec,Montana
743a3892f8ced95e1fab16fc98a9f3e3,Utah
790ed1befbc24b257db60ed066b6d3cb,Texas
fd272fe04b7d4e68effd01bddcc6bb34,Texas
2298d401e38ecd89706918103116ca07,Arkansas
181ec6b7c833c0340d5120dba27c3bb0,Utah
b4bc852d233dfefc5131f593b538befa,Tennessee
213b9c781a1cb3740d204492e6ce20c0,Ohio
2ad9e5e943e43cad612a7996c12a8796,Texas
1d939af963dc831fefc21b6bd58a012d,Wisconsin
